Nome;CPF;Email;UF;Telefone;Idade;Profissão
Davi da Cunha;407.968.521-11;ana-juliapereira@example.org;Rio Grande do Sul;+55 71 0954 2205;77;Fotógrafo
Joaquim Jesus;672.083.914-40;ana-luiza82@example.com;Rio Grande do Norte;31 0878-7048;79;Apresentador
Raul Nascimento;648.291.057-20;moraesisadora@example.com;Amapá;+55 51 8765 1935;61;Sociólogo
Clarice Correia;761.235.940-52;miguelrodrigues@example.com;Acre;(061) 6189-1451;34;Deputado
Leandro Peixoto;642.190.835-70;freitasisaac@example.com;Minas Gerais;+55 41 4015-6566;75;Paparazzo
Dra. Maria Vitória Lopes;081.793.264-03;lfernandes@example.com;Tocantins;+55 (061) 7352 1510;66;Acupunturista
Sra. Alícia Peixoto;687.395.412-82;novaescaroline@example.org;Ceará;(041) 8932 3843;47;Marechal
Maria Alice Silva;815.732.964-73;wnogueira@example.net;Bahia;(071) 2141 6246;37;Gestor ambiental
Maria Clara Azevedo;912.547.038-88;krezende@example.com;Pará;(041) 7944-5824;20;Degustador
Clarice Nascimento;284.037.916-31;ferreiraemanuelly@example.net;Amazonas;(081) 2351 6290;30;Estivador
Marina Cardoso;384.921.760-40;ncarvalho@example.net;Goiás;+55 (021) 7141 2652;72;Paisagista
Esther Cardoso;541.872.360-07;nathan57@example.org;Minas Gerais;(084) 6140 8769;17;Estoquista
Pietra Dias;703.851.962-02;lvieira@example.org;Rondônia;51 3818 8691;59;Naturólogo
Esther das Neves;247.693.081-40;brenda45@example.net;Rio Grande do Sul;+55 (071) 2091 5174;74;Podólogo
Miguel da Paz;206.419.378-22;cauanascimento@example.org;Tocantins;+55 (011) 5618 6731;73;Psicopedagogo
Júlia das Neves;572.146.980-30;araujomaria-eduarda@example.net;Alagoas;+55 41 7101-1937;23;Soldador
Dr. Benício Rezende;567.930.148-20;vitor-hugo97@example.net;Amapá;0300-737-1663;21;Infectologista
Marcelo Ferreira;372.054.189-41;das-nevesenzo@example.org;Mato Grosso;31 3189 4662;35;Defensor Público
Renan Fogaça;549.713.086-01;rmoraes@example.com;Santa Catarina;+55 51 3957 5009;54;Cinematográfo
Vicente Dias;908.137.645-48;nogueiracaua@example.org;Amapá;0500 257 6233;44;Representante comercial
Dr. Lorenzo das Neves;048.167.395-48;ribeiroyasmin@example.org;Goiás;(041) 1132-6084;18;Porteiro
Luiz Fernando Jesus;017.468.359-66;vieiravitoria@example.org;Rio Grande do Norte;(021) 4994-9117;77;Contramestre em transporte marítimo
Thales Barbosa;437.980.265-56;gvieira@example.net;Paraná;61 7597-3276;49;Diarista
Breno da Cruz;903.568.417-66;caua13@example.net;Rio Grande do Norte;61 4538 9815;35;Biólogo
Luana Moura;048.512.376-26;lara21@example.net;Rio de Janeiro;31 5795-8824;16;Economista
João Vitor Correia;180.764.329-87;lorenzoda-costa@example.com;Goiás;11 1686-0392;71;Cirurgião dentista
Larissa Jesus;724.835.016-80;cavalcantifernanda@example.com;Rio Grande do Sul;+55 31 5601-1291;31;Ecólogo
Srta. Maria Alice da Luz;912.384.065-05;leandrolima@example.net;Distrito Federal;+55 11 3345-8560;22;Meteorologista
Felipe Azevedo;487.063.219-50;ana-julia81@example.org;Paraíba;0900 954 5914;47;Profissional de relações públicas
Sra. Sarah Porto;254.739.608-47;alveslucas-gabriel@example.com;Pará;(031) 2059-4429;32;Físico
Catarina Barbosa;450.937.128-41;manuelaferreira@example.com;Rondônia;+55 (061) 9834 5780;54;Jogador de vôlei
Eduardo Ribeiro;123.495.706-06;nicole66@example.net;Espírito Santo;+55 (031) 6758 9643;50;Arqueólogo
Luiz Felipe Rezende;564.731.280-26;ana-laurada-mata@example.org;Maranhão;+55 71 2811 9425;56;Clarinetista
Benício Cardoso;964.302.158-06;almeidapaulo@example.com;Rio Grande do Norte;+55 61 2415-8186;70;Guia turistico
Otávio Cavalcanti;269.187.430-31;carolina41@example.org;Pará;+55 (051) 7710-7846;27;Editor de mesa de corte
Srta. Eduarda Pereira;506.724.831-90;daniela90@example.net;Amazonas;(031) 9881-9641;56;Co-piloto
Luigi da Luz;954.678.123-19;marcelanunes@example.com;Mato Grosso do Sul;(061) 2943 0197;37;Profissional de reciclagem
Isabel Martins;329.715.608-21;gabriel50@example.net;Acre;+55 61 8051 0759;44;Fundidor
Lucca da Mota;164.293.085-70;ana-liviacampos@example.net;Maranhão;+55 81 6990-5426;16;Prático
Levi Cunha;329.861.045-33;alicevieira@example.net;Rio Grande do Sul;(071) 9643-4232;69;Transportador
Pedro Lucas Costela;236.715.498-82;jda-costa@example.com;Espírito Santo;0300-581-2624;24;Radiologista
Sra. Clarice Silva;827.951.046-01;luiz-fernando33@example.net;Goiás;+55 81 3627-7126;52;Médico legista
Sr. Diego Farias;792.803.465-47;da-cunhabeatriz@example.org;Amapá;+55 41 9052 2192;43;Confeiteiro
Thiago da Costa;351.908.426-06;cardosoana-clara@example.net;Amapá;+55 (041) 8737-4041;34;Barman
Sofia Porto;275.694.301-07;hda-mata@example.org;Amazonas;+55 (061) 8508 2127;35;Aeroviário
Luiz Felipe Fogaça;172.803.456-62;ramosjuliana@example.org;Rio Grande do Norte;+55 (051) 8800 0211;54;Estilista
Arthur da Cunha;610.597.324-16;maria-sophiada-paz@example.net;Rio de Janeiro;+55 11 6588 0557;64;Seguidor de compras
Luiz Felipe Ramos;024.763.985-00;ldias@example.org;Maranhão;(061) 0125-8294;45;Fisioterapeuta
Srta. Raquel Aragão;301.964.528-05;da-motapaulo@example.com;São Paulo;84 8158 4615;36;Dublê
Nicole Sales;791.256.034-34;fariasmarina@example.net;Pernambuco;0800-524-7535;45;Tecnólogo em esporte e lazer
Felipe Costa;750.862.931-03;goncalvesfrancisco@example.net;Ceará;0500-346-6557;57;Dentista
Ana Júlia Gomes;580.371.642-17;miguel57@example.com;Tocantins;11 8058 3884;39;Caça-talentos/Olheiro
Caroline Silva;965.378.104-93;valentina91@example.org;Santa Catarina;(084) 2627-7564;48;Técnico em edificações
Maria Fernanda Ribeiro;751.326.904-16;dda-rocha@example.org;Goiás;(061) 3207 4770;32;Oftalmologista
Breno Novaes;746.089.312-96;daniel82@example.com;Piauí;+55 11 8996 8961;36;Faturista
Julia Fogaça;456.820.173-07;rodrigo46@example.org;Mato Grosso do Sul;+55 (031) 4894-9273;72;Mensageiro
Sr. Emanuel da Cruz;507.316.924-70;da-mataemilly@example.net;Alagoas;(061) 5450-8218;20;Meeiro
Cauê Lopes;458.913.026-24;fernandesana-sophia@example.com;Santa Catarina;0900-457-3407;28;Ceramista
Levi Fogaça;963.847.510-20;davi-luiz21@example.net;Tocantins;+55 71 2504-2120;32;Atuário
Sra. Laís Viana;054.683.917-75;ida-mota@example.org;Mato Grosso do Sul;+55 21 4926 4151;54;Digitador
Sra. Bruna Vieira;984.067.521-49;da-luzlorenzo@example.org;Sergipe;41 2268-9012;32;Orçamentista
Lorenzo Silva;148.753.096-00;luana11@example.org;Roraima;41 5234 1712;16;Empacotador
Dr. Igor Costa;015.863.297-40;isaacdas-neves@example.com;Sergipe;(051) 9038-5439;73;Intérprete de Bíblias
Cauã Melo;879.251.046-94;miguelpereira@example.com;Roraima;(051) 3003-3691;44;Jogador de basquete
Vinicius Moreira;081.695.732-03;luiz-fernandofogaca@example.com;Distrito Federal;+55 (031) 4584 5719;59;Produtor editorial
Bruna Cunha;769.583.041-01;gomescaio@example.net;Distrito Federal;41 9327 8131;23;Endodontista
Ian da Rosa;812.374.650-44;vieiraenzo-gabriel@example.org;Santa Catarina;71 8550 7342;74;Produtor de audio visual
Lorena Moreira;156.984.032-60;dda-luz@example.org;Rio Grande do Sul;(011) 5412-0855;19;Optometrista
João Pedro da Rocha;170.965.283-77;lopesana-livia@example.net;Acre;+55 (081) 0021-0213;46;Técnico em documentação
Ana Clara Monteiro;560.824.173-80;kevin24@example.org;Santa Catarina;+55 21 5931 5666;51;Instrutor
Ryan Novaes;619.527.340-61;gda-cunha@example.org;Amapá;+55 (061) 8886 1825;39;Diretor de cinema
Nicole da Costa;672.143.985-91;eduardo78@example.org;Maranhão;+55 (031) 9377-7678;72;Lutador de karatê
Marcos Vinicius Pereira;418.257.369-28;lorenzo29@example.org;Pará;+55 84 7893-7500;58;Instalador de painéis
Heitor Farias;740.826.591-02;nunesjoao-pedro@example.com;Mato Grosso;51 3198 4391;39;Delegado
Maitê Souza;058.274.369-92;xcardoso@example.org;Paraná;+55 (021) 8063-4318;63;Urbanista
Kaique Nascimento;280.567.491-01;ana-carolina98@example.net;Pernambuco;(011) 7263-9892;37;General
Olivia Silva;743.952.068-83;maria-fernandada-cunha@example.net;Minas Gerais;+55 (061) 7300-4636;61;Promotor de vendas
Lorena Barbosa;270.938.154-05;dcavalcanti@example.org;Distrito Federal;84 4838 5853;44;Coveiro/Sepultador
Pedro Cunha;908.256.347-92;brocha@example.com;Tocantins;41 7617-3921;37;Engenheiro agrícola
Kaique da Rosa;370.425.861-07;emanuella88@example.net;Santa Catarina;+55 (061) 8052 2697;39;Tosador
Benício da Luz;216.847.530-07;tcampos@example.com;Acre;41 6374-3044;69;Jogador de hóquei
Benjamin Oliveira;941.273.685-19;afogaca@example.org;Acre;(031) 2524-0014;21;Engenheiro de energia
Vitor Alves;498.170.325-23;mariana53@example.org;Santa Catarina;+55 31 8786 6484;77;Caixa
Dr. Enrico Viana;217.960.458-02;pietracardoso@example.com;Pernambuco;(071) 6587 2926;38;Ciclista
Davi Luiz Dias;238.167.094-78;livia81@example.org;Ceará;71 3532 3940;18;Orientador educacional
Vitor Novaes;675.940.238-38;almeidaana-luiza@example.net;Tocantins;+55 (051) 8783 0601;33;Contatólogo
Luiz Felipe Pereira;092.865.137-12;leticia86@example.com;Acre;+55 81 4266 9531;68;Cobaia Médica
Alexia das Neves;817.095.643-93;rochamaria-sophia@example.net;Paraná;+55 (041) 9586 0410;41;Webdesigner
Vicente Monteiro;208.735.461-80;vitor-gabrielmelo@example.com;Espírito Santo;11 9802-8380;77;Ambientalista
Benjamin Novaes;490.673.258-56;zdias@example.net;Distrito Federal;+55 (051) 8038 8497;19;Sacoleira
Srta. Amanda Barros;304.786.529-92;caldeiraalice@example.com;Amazonas;(011) 1478-7392;25;Tecnólogo em negócios imobiliários
Bruna Cardoso;682.079.134-87;msales@example.com;Acre;(084) 4812 3565;17;Profissional de hotelaria
Maria Cecília da Conceição;597.086.324-65;mramos@example.net;Santa Catarina;+55 71 6042-0325;62;Jogador de futebol
Helena Cardoso;082.517.963-77;augusto79@example.net;Roraima;+55 (021) 8818-8286;66;Terapeuta floral
Pedro Henrique Ramos;987.536.201-86;lopesalicia@example.org;Sergipe;+55 (084) 8442 2038;49;Navegador
João Lucas Mendes;409.625.138-06;joao41@example.org;Piauí;(061) 6199-8630;20;Lavador de veículos
Julia Duarte;109.673.582-21;amanda68@example.com;Alagoas;+55 51 4664 6828;17;Ortoptista
Júlia Porto;635.142.097-07;gabrielly54@example.org;Sergipe;+55 71 0484-2775;41;Selecionador de pessoal
Theo Novaes;682.943.701-69;irodrigues@example.com;Minas Gerais;+55 21 2170 4384;59;Aeronauta
Maitê da Luz;580.431.796-20;maria-clara54@example.com;Ceará;+55 11 2920 6513;33;Atleta de nado sincronizado
Júlia da Rocha;351.946.208-70;gomesdavi-lucca@example.org;São Paulo;(021) 4063-3751;51;Pneumologista
Esther Fogaça;109.354.286-15;julia14@example.com;Amapá;71 8272-8114;50;Soldador
Sr. Vicente Monteiro;830.621.459-51;arodrigues@example.com;Sergipe;+55 (081) 3058-5063;55;Diretor de fotografia
Luiz Henrique Farias;146.275.908-49;maria-clara81@example.com;São Paulo;(011) 1862 0211;34;Fonoaudiólogo
Raquel Nascimento;537.810.264-26;lucas17@example.com;Mato Grosso;0300 565 8014;26;Surfista
Renan Almeida;068.243.597-00;tda-rosa@example.net;Roraima;(071) 2721 0533;23;Anestesiologista
Emanuelly Lima;479.682.053-10;santoslara@example.org;Pará;+55 (081) 5679 9089;64;Político
Dr. Fernando Castro;926.103.457-80;da-motastephany@example.org;São Paulo;+55 61 5515 7366;73;Marcador de luz
Giovanna Moreira;467.230.819-78;otaviogoncalves@example.com;Pernambuco;0300 411 1191;31;Técnico em aviação
Rebeca Duarte;581.649.720-02;usales@example.org;Pernambuco;(051) 4475 9764;79;Juiz de direito
Dra. Sofia Monteiro;104.652.378-35;mbarros@example.com;Espírito Santo;81 8897 2813;54;Investigador de Polícia
Srta. Natália Almeida;801.542.396-15;alvessophie@example.net;Rio Grande do Sul;(041) 6646-6654;52;Secretária
Enzo Gabriel Rodrigues;042.835.716-44;gustavo09@example.net;Sergipe;+55 (084) 3123-3495;69;Subprefeito
Diego Carvalho;685.241.739-55;ribeirothomas@example.com;Tocantins;(031) 4532-4994;66;Policial federal
Enzo Gabriel Lima;598.160.742-49;maria-eduardarodrigues@example.com;Rio Grande do Norte;0800-792-8295;69;Maquiador
Sr. Pietro Rezende;160.759.432-34;elisa59@example.net;Piauí;81 6484-3687;39;Webdesigner
Sr. Bryan Silva;408.371.259-79;ramosmaria-vitoria@example.com;Rio de Janeiro;(041) 9354 7858;19;Musicoterapeuta
Ana Laura Almeida;218.045.379-50;laisgoncalves@example.org;Tocantins;51 2042 5815;18;Profissional de hotelaria
Sr. Guilherme Ramos;526.180.473-62;pedro-lucas43@example.org;Amazonas;31 7096 2503;61;Psicólogo
Dra. Yasmin da Mota;576.120.948-94;anacardoso@example.org;Bahia;+55 (061) 7965-6327;78;Navegador
Sr. Lucas Gabriel Oliveira;369.821.475-09;luiz-fernando17@example.net;São Paulo;+55 61 3224 2182;63;Subprefeito
Kevin Oliveira;489.753.160-84;fernandarezende@example.net;Bahia;+55 (084) 7530-4029;42;Profissional de hotelaria
Luiz Otávio Moura;348.956.702-10;tda-rocha@example.com;Alagoas;+55 (021) 2909-1267;76;Fotógrafo
Joaquim Lima;820.147.593-32;ana-claralopes@example.org;Mato Grosso do Sul;71 1366 4668;16;Timoneiro
Isabelly Farias;154.398.760-57;leandrobarbosa@example.net;Tocantins;+55 71 2988 4107;79;Faxineiro
Dr. Noah Pereira;170.582.436-62;catarinarodrigues@example.org;Piauí;(081) 6579 3820;70;Produtor de audio visual
Sr. Alexandre Pinto;327.519.648-00;oda-mota@example.net;Minas Gerais;(061) 3210 3753;22;Administrador de banco de dados DBA
Sr. Vinicius Mendes;562.109.438-70;aragaomaria-alice@example.net;Amapá;31 1620-8892;21;Embalsamador
Stephany Moreira;423.810.675-07;andre41@example.net;Paraná;0800-520-3084;20;Escultor
Sra. Stephany da Cruz;261.390.785-12;cda-cruz@example.org;Pernambuco;+55 (081) 7430 9953;60;Tecnólogo em desenvolvimento social
Dr. Murilo Dias;830.647.195-48;maria-clara61@example.com;Roraima;(061) 2407 0827;43;Aeroviário
Vinicius Barros;980.516.274-58;samuel24@example.net;Amazonas;(021) 1036-2483;71;Aviador
Davi Lucca Pires;382.974.150-23;maria-clarasilveira@example.net;Tocantins;+55 31 6072 2524;25;Profissional de reciclagem
Vitor Hugo Almeida;548.367.109-01;davi-luccafogaca@example.org;Pernambuco;+55 (051) 1950-6272;66;Orientador educacional
Juliana Freitas;804.257.931-41;vitor-hugo22@example.net;Minas Gerais;+55 (051) 5708 4254;57;Perito criminal
Emilly Cardoso;209.876.514-20;joao-lucas81@example.org;Tocantins;+55 (031) 0055-2952;77;Guarda ou policial rodoviário
Benjamin Pires;491.072.856-20;marcela25@example.com;Piauí;+55 11 0344 4874;72;Neurocirurgião
Gustavo Henrique da Rosa;471.523.860-80;hteixeira@example.net;Espírito Santo;0800-304-8006;16;Tecnólogo em produção Sucroalcooleira
Camila Martins;905.861.372-03;rebecanascimento@example.com;Mato Grosso do Sul;+55 41 5467 4366;48;Engenheiro de horticultura
Daniel Dias;740.685.239-83;henriquenovaes@example.com;Distrito Federal;0900 257 7254;50;Engraxate
Daniela da Rosa;907.183.542-14;ksantos@example.net;Acre;(084) 8551-7512;38;Engenheiro de ergonomia
Emanuella Pereira;546.931.087-66;rmoreira@example.org;Rio Grande do Sul;+55 (031) 0362-7256;33;Produtor de eventos
Dra. Sarah Moura;391.870.465-39;maria-alicecorreia@example.net;Maranhão;0300 097 9230;53;Lutador de luta livre
Dra. Júlia Fernandes;397.820.615-30;agathada-luz@example.net;Santa Catarina;(041) 8373 3069;19;Telefonista
Isadora Caldeira;768.041.592-76;eduardo58@example.org;Roraima;+55 (011) 1349-5105;32;Tosador
Laís Fogaça;967.382.054-65;beniciovieira@example.org;Pará;+55 71 4927-0701;34;Sexólogo
Diogo Pinto;742.860.951-85;cauaferreira@example.com;Amapá;+55 (051) 2269-0180;62;Técnico de som
Agatha Alves;298.734.651-46;diogolopes@example.org;Amapá;+55 71 9078 7478;43;Gestor de recursos humanos
Maitê Nunes;415.906.837-57;araujorafael@example.net;Tocantins;0300-123-0942;36;Ortodontista
Pietra Nascimento;630.914.728-50;gmoraes@example.org;Amapá;+55 21 1052 5947;25;Zelador
Cauã das Neves;512.789.063-12;vianacatarina@example.com;Espírito Santo;41 0773-6210;23;Sapateiro
Gustavo Henrique Silva;318.546.927-55;barrosana-vitoria@example.net;Alagoas;71 3581-0658;75;Remador
Srta. Valentina Nogueira;325.764.918-55;almeidacatarina@example.com;Rio de Janeiro;+55 (051) 1875 2235;67;Consultor de radiestesia
Isadora da Paz;234.059.861-33;ana-vitoria83@example.org;Paraná;+55 (051) 4301 8730;18;Restaurador
Dra. Ana Carolina Cardoso;257.984.036-29;nunesmilena@example.com;Tocantins;+55 (021) 1790-6729;61;Costureira
Thomas Novaes;931.687.450-57;caldeiraelisa@example.net;Pará;+55 71 6407-4711;37;Webdesigner
Dra. Isabella Cavalcanti;253.816.497-46;mariane45@example.org;Pará;+55 (021) 5338 8585;61;Cabo
Alícia Sales;736.580.214-62;idas-neves@example.com;São Paulo;+55 41 0143-6878;79;Repositor
Paulo Alves;364.720.815-90;acorreia@example.com;Maranhão;0500 549 4316;24;Berçarista
Beatriz Vieira;132.598.046-33;raragao@example.com;Goiás;+55 (061) 4254 5326;78;Astrólogo
Leandro Porto;216.589.047-02;joao-gabrieloliveira@example.com;Alagoas;(021) 1417-5868;54;Mecânico
Thales Pinto;985.061.247-94;zalmeida@example.net;Rio Grande do Norte;+55 (081) 2542-9925;74;Contábil
Kamilly Barbosa;178.659.432-37;rebeca97@example.com;Amapá;+55 71 4695 6547;18;Engenheiro químico
Diego Rocha;258.310.946-42;pdias@example.org;Santa Catarina;+55 21 7639 9196;70;Consultor de moda
Ryan Cavalcanti;714.528.309-32;costajoao@example.com;Rio de Janeiro;(021) 6140 3169;79;Engenheiro de segurança do trabalho
Ana Luiza da Costa;896.254.170-01;amandacostela@example.com;Mato Grosso;(051) 3262-2115;20;Alpinista
Pedro Barbosa;916.324.805-06;thales81@example.org;Piauí;+55 41 6098-0714;78;Torreiro/Torrista
Bruno Teixeira;120.385.974-05;carlos-eduardoda-rocha@example.net;Ceará;(021) 9646 2233;26;Promotor de vendas
Maria Cardoso;732.506.419-52;davinogueira@example.net;Rio Grande do Sul;(051) 6090-7172;40;Ginecologista
Sra. Amanda Monteiro;574.902.613-25;sabrinapereira@example.net;Piauí;0800 723 4643;42;Bombeiro
Rafael da Rocha;157.238.049-79;wjesus@example.org;Roraima;61 2254 1030;29;Atleta de arremesso de peso
João Guilherme Santos;365.849.701-75;paulolopes@example.org;Mato Grosso do Sul;81 4208-8750;29;Aviador
Dr. Raul Moraes;819.057.426-49;cferreira@example.org;Tocantins;(081) 0737 2478;74;Triatleta
Heloísa Costela;796.514.830-75;monteiromaria-sophia@example.org;Ceará;(071) 3407-4357;46;Timoneiro
Ana Carolina Nogueira;981.427.063-69;pporto@example.com;Bahia;0800 997 9117;29;Segurança particular
Isadora Martins;539.148.072-88;cauerodrigues@example.net;Mato Grosso;31 4559-7835;19;Psicólogo
Ana Sophia Santos;619.287.403-40;xmoura@example.org;Mato Grosso;+55 71 2828-7868;77;Psicomotricista
Sra. Alexia Fernandes;492.768.513-64;enricocunha@example.net;Amapá;+55 (071) 9351-5537;67;Balconista
Francisco Pires;586.097.243-10;nicole82@example.org;Rondônia;+55 (071) 5917-5092;31;Coloproctologista
Vicente Martins;809.764.123-22;marcelo22@example.net;Pernambuco;+55 (081) 8524-9576;34;Produtor musical
Srta. Vitória Costela;831.250.967-40;pedro-miguelcaldeira@example.net;São Paulo;(071) 6304-4354;25;Engenheiro civil
Maria Clara Ribeiro;015.962.378-21;muriloda-conceicao@example.net;Rio Grande do Norte;21 7398-0144;20;Cinegrafista
Ana Carolina Fernandes;782.035.946-38;fernanda23@example.com;Espírito Santo;(081) 2242 2307;37;Engenheiro de minas
Daniel da Cunha;514.670.382-53;erickda-rosa@example.com;Ceará;+55 51 3024 8815;51;Gestor de qualidade
Paulo da Luz;704.518.923-05;kbarbosa@example.org;Mato Grosso do Sul;+55 (041) 1914-2535;51;Juiz ou árbitro de futebol
Luana Teixeira;590.372.486-83;bdas-neves@example.com;Roraima;(021) 2122-5879;39;Agricultor
Sr. João Pedro Freitas;358.042.691-51;costelathiago@example.org;Acre;(011) 4807-6384;46;Estilista
Davi Lucas Azevedo;261.345.980-89;henrique54@example.net;Amapá;51 3403 6091;35;Continuista
Srta. Ana Sophia Nogueira;309.516.478-57;ana-juliada-rocha@example.net;Pernambuco;+55 (011) 4805 3745;43;Estampador de tecidos
Sra. Manuela Cardoso;403.271.895-41;carolina57@example.org;Amazonas;(084) 8940 0065;28;Co-piloto
Dra. Carolina Dias;951.387.642-09;rafael58@example.org;Goiás;0300 617 3887;43;Agente funerário
Thiago Caldeira;204.356.189-89;joao-guilherme72@example.com;Amapá;+55 (061) 3591 0467;56;Taxidermista/Embalsamador
Ana Laura Peixoto;713.940.285-04;joao-felipegomes@example.org;Alagoas;+55 81 9494 5047;59;Físico
